# Giralia Bay, Western Australia 90 Year Mangrove Wood Density Data
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14608
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14608.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI: 10.25921/zjrb-9b32
#
# Science_Keywords: Pacific Decadal Oscillation, hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/giralia2dist-noaa.txt
#   Data_Download_Description: NOAA Template File; Wood Density Data from Stem 2 by Distance
#
#--------------------
# Contribution_Date
#   Date: 2013-06-22
#--------------------
# File_Last_Modified_Date
#   Date: 2025-09-17
#--------------------
# Title
#   Study_Name: Giralia Bay, Western Australia 90 Year Mangrove Wood Density Data
#--------------------
# Investigators
#   Investigators: Santini, N.S.(https://orcid.org/0000-0002-8319-8862); Hua, Q.(https://orcid.org/0000-0003-0179-8539); Schmitz, N.; Lovelock, C.E.(https://orcid.org/0000-0002-2219-6855)
#--------------------
# Description_Notes_and_Keywords
#   Description: Mangrove (Avicennia marina) wood density data from Giralia Bay, Exmouth Gulf, Western Australia. Data are presented as 4 wood density (g/cm3) profiles per stem (stem 1, stem 2, stem 3, stem 4) and with x=distance from pith (cm) and x=years (calendar year before 2008 AD determined by radiocarbon dating). NOAA Template Raw Measurements file added 2019-01-24.
#--------------------
# Publication
#   Authors: Nadia S. Santini, Quan Hua, Nele Schmitz, Catherine E. Lovelock
#   Journal_Name: PLoS ONE
#   Published_Title: Chronologies of growth of mangrove trees in arid Western Australia: regional drying decreases growth rates
#   Published_Date_or_Year: 2013
#   Volume: 8
#   Issue: 11
#   Pages: 
#   Report_Number: e80116
#   DOI: 10.1371/journal.pone.0080116
#   Full_Citation:
#   Abstract: Mangrove trees tend to be larger and mangrove communities more diverse in tropical latitudes, particularly where there is high rainfall. Variation in the structure, growth and productivity of mangrove forests over climatic gradients suggests they are sensitive to variations in climate, but evidence of changes in the structure and growth of mangrove trees in response to climatic variation is scarce. Bomb-pulse radiocarbon dating provides accurate dates of recent wood formation and tree age of tropical and subtropical tree species. Here, we used radiocarbon techniques combined with X-ray densitometry to develop a wood density chronology for the mangrove Avicennia marina in the Exmouth Gulf, Western Australia (WA). We tested whether wood density chronologies of A. marina were sensitive to variation in the Pacific Decadal Oscillation Index, which reflects temperature fluctuations in the Pacific Ocean and is linked to the instrumental rainfall record in north WA. We also determined growth rates in mangrove trees from the Exmouth Gulf, WA. We found that seaward fringing A. marina trees (~10 cm diameter) were 48±1 to 89±23 years old (mean ± 1sigma) and that their growth rates ranged from 4.08±2.36 to 5.30±3.33 mm/yr (mean ±1sigma). The wood density of our studied mangrove trees decreased with increases in the Pacific Decadal Oscillation Index. Future predicted drying of the region will likely lead to further reductions in wood density and their associated growth rates in mangrove forests in the region.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Institute of Nuclear Science and Engineering (AINSE)
#   Grant: 09047, 11114
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Australian Research Council (ARC)
#   Grant: DP1096749
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Mexico Consejo Nacional de Ciencia y Tecnología (CONACyT)
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Research Foundation Flanders
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: University of Queensland
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Secretaría de Educación Pública (Mexico SEP)
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Giralia Bay
#   Location: Western Australia
#   Northernmost_Latitude: -22.45
#   Southernmost_Latitude: -22.45
#   Easternmost_Longitude: 114.3167
#   Westernmost_Longitude: 114.3167
#   Elevation_m: 0
#--------------------
# Data_Collection
#   Collection_Name: GiraliaStem2dist
#   First_Year: 1936
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m: 0.047
#   Parameter_Keywords: total density
#   Notes: Wood density profiles Giralia Bay Avicennia marina Stem 2
#--------------------
# Species 
# Tree_Species_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/templates/tree-species-code.csv
#   Tree_Species_Download_Description:  List of accepted tree species names and codes. 
#
#   Species_Name: Avicennia marina (Forssk.) Vierh.
#   Common_Name: gray mangrove; white mangrove
#   Tree_Species_Code: AVMA
#--------------------
# Chronology_Information
# Chronology:
#--------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## depth_cm	depth,,,centimeter,,tree ring,,,N,depth distance from pith
## dens1	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 1
## dens2	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 2
## dens3	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 3
## dens4	density,wood,,gram per cubic centimeter,,tree ring,,,N,Profile 4
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values:
depth_cm	dens1	dens2	dens3	dens4
0.1	0.868769448	0.876622265	0.874957265	0.866726246
0.2	0.884618339	0.902822146	0.901497065	0.893194377
0.3	0.901311399	0.895089738	0.916602262	0.889766697
0.4	0.948332521	0.935560366	0.94740867	0.914877705
0.5	0.958615081	0.952512243	0.960034551	0.954381747
0.6	0.925763922	0.923566002	0.950650049	0.922689753
0.7	0.896327189	0.970089776	0.997963058	0.90974275
0.8	0.895501842	0.957671098	0.997963058	0.960034551
0.9	0.938721042	0.930191296	0.980357863	0.937815815
1	0.927529804	0.916602262	0.920070956	0.970573852
1.1	0.918333333	0.931527778	0.904665116	0.920506389
1.2	0.883301544	0.898397229	0.951114914	0.803067713
1.3	0.80706639	0.799108463	0.789379058	0.8913978
1.4	0.883301544	0.857597002	0.922689753	0.839098361
1.5	0.865226868	0.895914325	0.898397229	0.811443471
1.6	0.893445108	0.867542373	0.933315739	0.878117381
1.7	0.892625057	0.87574516	0.823467401	0.840548833
1.8	0.828730294	0.887736194	0.918767123	0.923566002
1.9	0.92312767	0.879706015	0.920506389	0.882099773
2	0.918767123	0.961933729	0.878117381	0.868704779
2.1	0.893445108	0.88290059	0.90974275	0.870259508
2.2	0.887331204	0.846033058	0.871038961	0.856087148
2.3	0.875351035	0.831564771	0.890173913	0.850100524
2.4	0.838736524	0.941447241	0.846033058	0.85233567
2.5	0.847138502	0.838736524	0.863690053	0.856087148
2.6	0.811443471	0.867929496	0.85233567	0.824165254
2.7	0.82767234	0.849729139	0.868316964	0.772757251
2.8	0.789058824	0.873385721	0.869481448	0.827320289
2.9	0.819304971	0.870259508	0.846033058	0.841275952
3	0.83585303	0.861776695	0.86909294	0.819650232
3.1	0.843464874	0.85420729	0.885311789	0.809417395
3.2	0.809417395	0.828730294	0.845297697	0.777079505
3.3	0.77770092	0.846033058	0.843830803	0.847877071
3.4	0.76909055	0.833346187	0.844930495	0.792595762
3.5	0.765458481	0.824864292	0.80572908	0.773064388
3.6	0.776149242	0.785553312	0.779883721	0.781764469
3.7	0.771531138	0.796490581	0.715084559	0.760371384
3.8	0.729842402	0.702176895	0.744366628	0.732591337
3.9	0.701670274	0.734250661	0.781450382	0.739555133
4	0.718253323	0.799108463	0.768786561	0.718518655
4.1	0.678183403	0.773371769	0.782393403	0.704721014
4.2	0.696643983	0.756526643	0.746079785	0.664059406
4.3	0.716137703	0.740681645	0.748376299	0.658662377
4.4	0.701670274	0.734527946	0.821380912	0.708313911
4.5	0.698394973	0.756526643	0.756526643	0.691689189
4.6	0.704976441	0.767573007	0.767573007	0.653571909
4.7	0.680864632	0.801607554	0.801607554	0.700317907
