# Dannenberg - Ledges State Park Update - QUAL - ITRDB IA040
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/44562
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-44562.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia040e-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ia040e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
#--------------------
# Contribution_Date
#   Date: 2026-03-27
#--------------------
# File_Last_Modified_Date
#   Date: 2026-03-27
#--------------------
# Title
#   Study_Name: Dannenberg - Ledges State Park Update - QUAL - ITRDB IA040
#--------------------
# Investigators
#   Investigators: Dannenberg, M.P.; Martin, E.; Eckley, G.; Pearson, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: this is an update of ia023
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 2001753
#--------------------
# Site_Information
#   Site_Name: Ledges State Park
#   Location: Iowa
#   Northernmost_Latitude: 41.9963285
#   Southernmost_Latitude: 41.9963285
#   Easternmost_Longitude: -93.87665750000001
#   Westernmost_Longitude: -93.87665750000001
#   Elevation_m: 360
#--------------------
# Data_Collection
#   Collection_Name: IA040
#   First_Year: 1734
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LDG06B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG04A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG03A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG06A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG02B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG04B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG08A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG07B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG05A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG01B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG07A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG08B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG02A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDG03B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: LDG03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LDG06B_raw	LDG04A_raw	LDG03A_raw	LDG06A_raw	LDG02B_raw	LDG04B_raw	LDG08A_raw	LDG07B_raw	LDG05A_raw	LDG01B_raw	LDG07A_raw	LDG08B_raw	LDG02A_raw	LDG03B_raw
1734	NA	NA	NA	0.372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	0.362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	0.304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	0.279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	0.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	0.443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	0.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	0.357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	0.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	0.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	0.374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	0.437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	0.346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	0.399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	0.307	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	0.366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	0.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	0.335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	0.486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	0.391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	0.278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	0.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	0.391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	0.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	0.311	NA	0.204	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	0.33	NA	0.281	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	0.467	NA	0.255	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	0.335	NA	0.281	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	0.411	NA	0.252	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	0.298	NA	0.217	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	0.339	NA	0.332	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	0.301	NA	0.243	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	0.383	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	0.391	NA	0.294	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	0.31	NA	0.298	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	0.345	NA	0.271	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	0.31	NA	0.227	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	0.319	NA	0.286	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	0.452	NA	0.224	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	0.38	NA	0.316	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	0.305	NA	0.222	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	0.35	NA	0.307	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	0.362	NA	0.273	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	0.426	NA	0.235	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	0.327	NA	0.252	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	0.393	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	0.354	NA	0.216	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	0.413	NA	0.271	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	0.21	NA	0.196	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	0.246	NA	0.252	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	0.372	NA	0.222	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	0.325	NA	0.203	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	0.432	NA	0.24	0.238	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	0.362	NA	0.298	0.283	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	0.321	NA	0.27	0.247	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	0.279	NA	0.203	0.26	NA	NA	NA	NA	NA	NA	NA
